CASE,OFFENSE,OFFENSE DESCRIPTION,REPORT DATE,OCCUR DATE,DAY OF WEEK ,LOCATION ,Location 1
SL201311817,5499-7,TRAFFIC,01/24/2013 08:22:00 AM,01/24/2013 12:00:00 AM,5,"200 W 900 S
Salt Lake City, Utah
(40.74980764200046, -111.8970078369997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201336534,5499-8,TRAFFIC,03/10/2013 08:46:00 PM,03/10/2013 12:00:00 AM,1,"1800 W BRIDGESTONE LN
Salt Lake City, Utah
(40.80255005200047, -111.94392318399969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013204241,5499-12,TRAFFIC,12/29/2013 08:34:00 AM,12/29/2013 08:34:00 AM,1,"1700 S JEFFERSON ST
Salt Lake City, Utah
(40.73342179100047, -111.89536240999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20137818,5499-8,TRAFFIC,01/16/2013 08:18:00 AM,01/16/2013 12:00:00 AM,4,"100 S 300 E
Salt Lake City, Utah
(40.83993092200046, -111.90432455599966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013116216,5499-0,TRAFFIC,07/22/2013 09:19:00 PM,07/22/2013 12:00:00 AM,2,"STATE ST / WESTMINSTER AVE
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013137918,5499-7,TRAFFIC,08/26/2013 05:21:00 PM,08/26/2013 12:00:00 AM,2,"700 S 1300 E
Salt Lake City, Utah
(40.754040225000495, -111.85392449199969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201383587,5499-7,TRAFFIC,06/01/2013 11:39:00 AM,06/01/2013 12:00:00 AM,7,"800 S 800 W
Salt Lake City, Utah
(40.751843729000484, -111.91410226699969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013194437,5499-8,TRAFFIC,12/10/2013 09:55:00 AM,12/10/2013 09:55:00 AM,3,"1900 S MCCLELLAND ST
Salt Lake City, Utah
(40.728881155000465, -111.86067958999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201394620,5499-8,TRAFFIC,06/19/2013 10:09:00 AM,06/19/2013 12:00:00 AM,4,"400 S MAIN ST
Salt Lake City, Utah
(40.760572323000474, -111.89122585099972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013199347,5499-7,TRAFFIC,12/19/2013 07:39:00 AM,12/19/2013 07:39:00 AM,5,"1900 S REDWOOD RD
Salt Lake City, Utah
(40.728674244000445, -111.93904310799968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201326871,5499-7,TRAFFIC,02/21/2013 09:07:00 AM,02/21/2013 09:07:00 AM,5,"5600 W CALIFORNIA AVE
Salt Lake City, Utah
(40.740242976000445, -112.0250356359997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20133003,5499-12,TRAFFIC,01/07/2013 04:03:00 AM,01/07/2013 04:03:00 AM,2,"600 S 300 W
Salt Lake City, Utah
(40.75621014900048, -111.89972319599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201366712,5499-0,TRAFFIC,05/03/2013 03:19:00 PM,05/03/2013 12:00:00 AM,6,"300 W HOPE AVE
Salt Lake City, Utah
(40.738918948000446, -111.89981512799972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013139074,5499-8,TRAFFIC,08/28/2013 06:15:00 PM,08/28/2013 12:00:00 AM,4,"1500 S 1300 E
Salt Lake City, Utah
(40.7369613730005, -111.8538514169997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013501,5499-7,TRAFFIC,01/02/2013 03:45:00 AM,01/02/2013 12:00:00 AM,4,"1900 S 1045 W
Salt Lake City, Utah
(40.7287627500005, -111.92108116699967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013128417,5499-7,TRAFFIC,08/11/2013 09:16:00 AM,08/11/2013 09:16:00 AM,1,"200 S 1300 E
Salt Lake City, Utah
(40.76493425900048, -111.8539117629997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013141524,5499-6,TRAFFIC,09/01/2013 08:58:00 PM,09/01/2013 08:57:00 PM,1,"600 NORTH 4100 WEST
Salt Lake City, Utah
(40.700893891000476, -111.9890176349997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013191931,5499-12,TRAFFIC,12/05/2013 08:54:00 AM,12/05/2013 08:54:00 AM,5,"800 S STATE ST
Salt Lake City, Utah
(40.75187029900047, -111.88826244599971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013125607,5401-0,TRAFFIC,08/07/2013 02:15:00 AM,08/07/2013 02:15:00 AM,4,"300 S 1100 E
Salt Lake City, Utah
(40.86159266800047, -111.90437064699967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201347332,5404-0,TRAFFIC,03/29/2013 08:56:00 PM,03/29/2013 08:56:00 PM,6,"1300 E YALE AVE
Salt Lake City, Utah
(40.74574675100047, -111.85377902799968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201337203,5499-5,TRAFFIC,03/12/2013 01:17:00 AM,03/12/2013 01:17:00 AM,3,"2400 S 600 E
Salt Lake City, Utah
(40.717900821000455, -111.90696673799971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201348647,5499-6,TRAFFIC,04/01/2013 07:54:00 AM,04/01/2013 07:54:00 AM,2,"400 S STATE ST
Salt Lake City, Utah
(40.76047028700049, -111.8882535939997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013125529,5499-7,TRAFFIC,08/06/2013 10:09:00 PM,08/06/2013 12:00:00 AM,3,"700 N REDWOOD RD
Salt Lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013202113,5499-8,TRAFFIC,12/24/2013 08:13:00 AM,12/24/2013 08:13:00 AM,3,"1400 S WEST TEMPLE ST
Salt Lake City, Utah
(40.739161252000486, -111.89395514399968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201333696,5499-7,TRAFFIC,03/06/2013 06:04:00 AM,03/06/2013 06:04:00 AM,4,"600 S WEST TEMPLE ST
Salt Lake City, Utah
(40.75621014900048, -111.89397510799967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013154631,5499-8,TRAFFIC,09/24/2013 11:42:00 AM,09/24/2013 12:00:00 AM,3,"00 N 900 W
Salt Lake City, Utah
(40.7850767650005, -111.91684769999966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013184997,5499-7,TRAFFIC,11/21/2013 03:22:00 PM,11/21/2013 03:22:00 PM,5,"300 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.771544221000454, -111.89979869899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201379850,5499-7,TRAFFIC,05/25/2013 07:24:00 PM,05/25/2013 12:00:00 AM,7,"1100 S 500 E
Salt Lake City, Utah
(40.74504008800045, -111.8768149819997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013189491,5499-8,TRAFFIC,11/30/2013 07:18:00 PM,11/30/2013 07:18:00 PM,7,"300 W 600 S
Salt Lake City, Utah
(40.762390422000465, -111.9082065929997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013131597,5401-0,TRAFFIC,08/16/2013 02:03:00 PM,08/16/2013 02:03:00 PM,6,"400 W 100 S
Salt Lake City, Utah
(40.76718852300047, -111.90313079099968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201371203,5499-7,TRAFFIC,05/10/2013 10:16:00 PM,05/10/2013 10:16:00 PM,6,"300 W 900 S
Salt Lake City, Utah
(40.749799572000484, -111.89979743399971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201311988,5499-8,TRAFFIC,01/24/2013 01:25:00 PM,01/24/2013 12:00:00 AM,5,"900 S STATE ST
Salt Lake City, Utah
(40.749691518000475, -111.88826244499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201349955,5499-8,TRAFFIC,04/03/2013 04:08:00 PM,04/03/2013 12:00:00 AM,4,"2200 E SUNNYSIDE AVE
Salt Lake City, Utah
(40.75076336400048, -111.8278686599997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20134966,5499-7,TRAFFIC,01/10/2013 05:03:00 PM,01/10/2013 12:00:00 AM,5,"FOOTHILL DR / MARIO CAPECCHI DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013118172,5499-8,TRAFFIC,07/25/2013 04:24:00 PM,07/25/2013 12:00:00 AM,5,"1500 W 1000 N
Salt Lake City, Utah
(40.79109014500045, -111.93384761699969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013199780,5499-8,TRAFFIC,12/19/2013 06:06:00 PM,12/19/2013 06:06:00 PM,5,"800 S STATE ST
Salt Lake City, Utah
(40.75187029900047, -111.88826244599971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013116859,5499-6,TRAFFIC,07/23/2013 08:23:00 PM,07/23/2013 08:23:00 PM,3,"1300 N REDWOOD RD
Salt Lake City, Utah
(40.79785193100048, -111.93915343199967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201352709,5499-7,TRAFFIC,04/08/2013 10:35:00 AM,04/08/2013 12:00:00 AM,2,"900 S 700 E
Salt Lake City, Utah
(40.74969598700045, -111.87115789299969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013130953,5401-0,TRAFFIC,08/15/2013 02:54:00 PM,08/15/2013 02:54:00 PM,5,"200 S 1300 E
Salt Lake City, Utah
(40.76493425900048, -111.8539117629997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013133966,5499-7,TRAFFIC,08/20/2013 03:12:00 PM,08/20/2013 12:00:00 AM,3,"400 S MAIN ST
Salt Lake City, Utah
(40.760572323000474, -111.89122585099972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013107649,5499-7,TRAFFIC,07/09/2013 05:11:00 PM,07/09/2013 12:00:00 AM,3,"1200 E 3300 S
Salt Lake City, Utah
(40.699863001000494, -111.8570902189997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013140312,5499-7,TRAFFIC,08/30/2013 06:13:00 PM,08/30/2013 12:00:00 AM,6,"600 N 800 W
Salt Lake City, Utah
(40.78249111100047, -111.91394245299966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013191085,5499-8,TRAFFIC,12/03/2013 03:58:00 PM,12/03/2013 03:58:00 PM,3,"300 E COATSVILLE AVE
Salt Lake City, Utah
(40.731433738000476, -111.88239121099969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201375909,5499-7,TRAFFIC,05/18/2013 09:34:00 PM,05/18/2013 12:00:00 AM,7,"400 S 400 W
Salt Lake City, Utah
(40.760572141000466, -111.90267252499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013131297,5499-84,TRAFFIC,08/16/2013 01:22:00 AM,08/16/2013 01:22:00 AM,6,"700 N TERMINAL NORTHBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013194924,5499-8,TRAFFIC,12/11/2013 06:45:00 AM,12/11/2013 06:45:00 AM,4,"FOOTHILL DR / STRINGHAM AVE
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013186,5499-7,TRAFFIC,01/01/2013 08:31:00 AM,01/01/2013 08:31:00 AM,3,"2200 S KING ST
Salt Lake City, Utah
(40.72316099300048, -111.82143373799971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013121439,5499-8,TRAFFIC,07/31/2013 08:57:00 AM,07/31/2013 12:00:00 AM,4,"600 S WEST TEMPLE ST
Salt Lake City, Utah
(40.75621014900048, -111.89397510799967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201381233,5499-7,TRAFFIC,05/28/2013 01:50:00 PM,05/28/2013 01:50:00 PM,3,"2600 E SUNNYSIDE AVE
Salt Lake City, Utah
(40.75083785400045, -111.81660733899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013197020,5499-7,TRAFFIC,12/14/2013 08:04:00 PM,12/14/2013 08:04:00 PM,7,"900 E 2100 S
Salt Lake City, Utah
(40.72539374100046, -111.8652398109997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201385933,5499-7,TRAFFIC,06/05/2013 08:20:00 AM,06/05/2013 12:00:00 AM,4,"2200 S 500 E
Salt Lake City, Utah
(40.722904015000495, -111.87685482499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013144166,5499-0,TRAFFIC,09/06/2013 06:24:00 AM,09/06/2013 12:00:00 AM,6,"2100 S 300 W
Salt Lake City, Utah
(40.72533041100047, -111.8997524779997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201310767,5499-7,TRAFFIC,01/22/2013 10:21:00 AM,01/22/2013 10:21:00 AM,3,"1300 S MAJOR ST
Salt Lake City, Utah
(40.741512017000446, -111.88967416499969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013194701,5499-7,TRAFFIC,12/12/2013 05:19:00 PM,12/10/2013 04:48:00 PM,3,"200 W 600 S
Salt Lake City, Utah
(40.75632706100049, -111.89692783099969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013100191,5499-7,TRAFFIC,06/28/2013 09:14:00 AM,06/28/2013 12:00:00 AM,6,"2100 S MAIN ST
Salt Lake City, Utah
(40.725361621000445, -111.89114459499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20134443,5499-8,TRAFFIC,01/09/2013 05:35:00 PM,01/09/2013 12:00:00 AM,4,"500 S FOOTHILL DR
Salt Lake City, Utah
(40.75832528000046, -111.83873091699968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013165167,5499-7,TRAFFIC,10/14/2013 04:39:00 PM,10/14/2013 04:39:00 PM,2,"400 S 700 W
Salt Lake City, Utah
(40.85008022000045, -111.9279543989997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201344879,5499-8,TRAFFIC,03/25/2013 03:16:00 PM,03/25/2013 12:00:00 AM,2,"1800 W CALIFORNIA AVE
Salt Lake City, Utah
(40.74073557100047, -111.9420499099997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013108483,5404-0,TRAFFIC,07/10/2013 11:00:00 PM,07/10/2013 10:33:00 PM,4,"800 W 400 S
Salt Lake City, Utah
(40.760680196000465, -111.91559804999969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013181535,5499-7,TRAFFIC,11/14/2013 07:49:00 PM,11/14/2013 07:49:00 PM,5,"800 S 200 E
Salt Lake City, Utah
(40.75188346100049, -111.88541442599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013156811,5499-8,TRAFFIC,09/28/2013 03:24:00 PM,09/28/2013 12:00:00 AM,7,"1200 E WILMINGTON AVE
Salt Lake City, Utah
(40.72323185400046, -111.85627493699968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20134903,5499-7,TRAFFIC,01/10/2013 03:10:00 PM,01/10/2013 12:00:00 AM,5,"1000 S FOOTHILL DR
Salt Lake City, Utah
(40.74768056400046, -111.83252361899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013194364,5499-11,TRAFFIC,12/10/2013 07:01:00 AM,12/10/2013 06:56:00 AM,3,"600 S 200 W
Salt Lake City, Utah
(40.75620985900048, -111.89684341799972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20132622,5404-0,TRAFFIC,01/06/2013 02:34:00 AM,01/06/2013 02:18:00 AM,1,"100 W PIERPONT AVE
Salt Lake City, Utah
(40.76394928400049, -111.89408443099967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201336912,5499-7,TRAFFIC,03/11/2013 04:28:00 PM,03/11/2013 04:28:00 PM,2,"2400 S 700 E
Salt Lake City, Utah
(40.71765191100047, -111.87127501599969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201368512,5499-7,TRAFFIC,05/06/2013 12:38:00 PM,05/06/2013 12:38:00 PM,2,"1500 S STATE ST
Salt Lake City, Utah
(40.7370206330005, -111.88826635599969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013194182,5499-8,TRAFFIC,12/09/2013 05:36:00 PM,12/09/2013 05:36:00 PM,2,"200 S 1400 W
Salt Lake City, Utah
(40.76458757300048, -111.93093481399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201363664,5499-6,TRAFFIC,04/28/2013 10:27:00 AM,04/28/2013 10:27:00 AM,1,"700 S 200 E
Salt Lake City, Utah
(40.75407139400045, -111.88541572099967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013197651,5499-7,TRAFFIC,12/16/2013 07:34:00 AM,12/16/2013 07:34:00 AM,2,"1700 S MAIN ST
Salt Lake City, Utah
(40.73342166700047, -111.89113274199968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013181740,5499-7,TRAFFIC,11/15/2013 08:07:00 AM,11/15/2013 08:07:00 AM,6,"200 N K ST
Salt Lake City, Utah
(40.77404144100046, -111.86853238299972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013128491,5499-8,TRAFFIC,08/11/2013 12:46:00 PM,08/11/2013 12:00:00 AM,1,"1800 W MORTON DR
Salt Lake City, Utah
(40.79867962800046, -111.9427937969997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201384462,5499-5,TRAFFIC,06/02/2013 07:12:00 PM,06/02/2013 12:00:00 AM,1,"1700 S 1600 E
Salt Lake City, Utah
(40.73207084100045, -111.8451429269997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013201311,5499-8,TRAFFIC,12/22/2013 01:24:00 PM,12/22/2013 01:24:00 PM,1,"100 E 2100 S
Salt Lake City, Utah
(40.7254325290005, -111.8881307369997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013195467,5499-7,TRAFFIC,12/12/2013 07:17:00 AM,12/12/2013 07:17:00 AM,5,"700 E DOWNINGTON AVE
Salt Lake City, Utah
(40.730234002000486, -111.87108088599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201361000,5499-7,TRAFFIC,04/23/2013 02:06:00 PM,04/23/2013 12:00:00 AM,3,"800 E 400 S
Salt Lake City, Utah
(40.760546526000496, -111.86794993999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013187596,5499-80,TRAFFIC,11/26/2013 04:19:00 PM,11/26/2013 03:34:00 PM,3,"7200 SOUTH 4450 WEST
Salt Lake City, Utah
(40.739484079000476, -111.9968238299997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013179384,5499-6,TRAFFIC,11/10/2013 04:34:00 PM,11/10/2013 04:32:00 PM,1,"500 N SOUTHACCESS RD
Salt Lake City, Utah
(40.85126428800049, -111.91040555099971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013167317,5499-8,TRAFFIC,10/18/2013 06:22:00 PM,10/18/2013 12:00:00 AM,6,"500 N EAST CAPITOL BLVD
Salt Lake City, Utah
(40.78161439900049, -111.8866019079997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013184635,5499-8,TRAFFIC,11/20/2013 08:21:00 PM,11/20/2013 08:21:00 PM,4,"1600 E 500 S
Salt Lake City, Utah
(40.758488962000456, -111.84447982499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201315193,5499-7,TRAFFIC,01/30/2013 11:50:00 AM,01/30/2013 11:50:00 AM,4,"E ST / SOUTH TEMPLE ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20133062,5499-8,TRAFFIC,01/07/2013 08:09:00 AM,01/07/2013 12:00:00 AM,2,"1300 S FOOTHILL DR
Salt Lake City, Utah
(40.74157376500045, -111.82724499999966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201391008,5499-0,TRAFFIC,06/13/2013 02:38:00 PM,06/13/2013 12:00:00 AM,5,"STATE ST / NORTH TEMPLE ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013154829,5499-7,TRAFFIC,09/24/2013 05:49:00 PM,09/24/2013 12:00:00 AM,3,"200 E SOUTH TEMPLE ST
Salt Lake City, Utah
(40.76932250600049, -111.8852477909997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201336783,5499-7,TRAFFIC,03/11/2013 11:55:00 AM,03/11/2013 12:00:00 AM,2,"3100 S HIGHLAND DR
Salt Lake City, Utah
(40.703378613000496, -111.85203285499966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201320917,5401-0,TRAFFIC,02/09/2013 06:10:00 PM,02/09/2013 06:10:00 PM,7,"900 E 2100 S
Salt Lake City, Utah
(40.72539374100046, -111.8652398109997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013199961,5499-0,TRAFFIC,12/20/2013 12:38:00 AM,12/20/2013 12:38:00 AM,6,"500 N TERMINAL NORTHBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013154141,5499-7,TRAFFIC,09/23/2013 11:04:00 AM,09/23/2013 12:00:00 AM,2,"1100 S REDWOOD RD
Salt Lake City, Utah
(40.74503910900046, -111.93905153599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013871,5499-8,TRAFFIC,01/02/2013 05:55:00 PM,01/02/2013 12:00:00 AM,4,"1100 E ASHTON AVE
Salt Lake City, Utah
(40.72052341400047, -111.85959873699971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201341471,5499-6,TRAFFIC,03/19/2013 11:48:00 AM,03/19/2013 11:48:00 AM,3,"400 S 200 W
Salt Lake City, Utah
(40.76058108100045, -111.89684508799968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201396373,5404-0,TRAFFIC,06/21/2013 11:20:00 PM,06/21/2013 11:20:00 PM,6,"2700 S BEVERLY ST
Salt Lake City, Utah
(40.71261209000045, -111.85140344499968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201355412,5404-0,TRAFFIC,04/13/2013 12:45:00 AM,04/13/2013 12:45:00 AM,7,"600 S 500 W
Salt Lake City, Utah
(40.75609090000046, -111.90537522899967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201351228,5499-6,TRAFFIC,04/05/2013 06:01:00 PM,04/05/2013 06:01:00 PM,6,"400 S 200 W
Salt Lake City, Utah
(40.76058108100045, -111.89684508799968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201394419,5499-12,TRAFFIC,06/18/2013 09:48:00 PM,06/18/2013 09:48:00 PM,3,"300 W 600 S
Salt Lake City, Utah
(40.762390422000465, -111.9082065929997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013800467,5401-0,TRAFFIC,04/04/2013 10:22:00 AM,03/30/2013 03:35:00 PM,7,"2200 S 1300 E
Salt Lake City, Utah
(40.72281101700048, -111.85368533999969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201321910,5499-7,TRAFFIC,02/11/2013 03:16:00 PM,02/11/2013 12:00:00 AM,2,"1300 E 700 S
Salt Lake City, Utah
(40.754104320000465, -111.85376971399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201314164,5499-0,TRAFFIC,01/28/2013 01:33:00 PM,01/28/2013 12:00:00 AM,2,"300 N 200 W
Salt Lake City, Utah
(40.77597222200046, -111.89673250999971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201399052,5499-7,TRAFFIC,06/26/2013 01:05:00 PM,06/26/2013 12:00:00 AM,4,"1300 E 100 S
Salt Lake City, Utah
(40.76717434900047, -111.85381060899971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013152509,5499-8,TRAFFIC,09/20/2013 07:09:00 AM,09/20/2013 07:09:00 AM,6,"100 W 1300 S
Salt Lake City, Utah
(40.74162837200049, -111.89405848899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
